game_name,meta_score,user_score,platform,description,url,developer,genre,type,rating
Peggle Deluxe,85.0,79.0,['pc'],"Ready, aim... bounce! Clear the orange pegs from 55 fanciful levels as 10 whimsical teachers guide you toward Peggle greatness. Wield mystifying Magic Powers, rack up huge bonus points and make shots you'll smile about for weeks. Amidst all this fevered action, only one question remains: Can you become a Peggle Master? [PopCap Games]",https://www.metacritic.com/game/pc/peggle-deluxe,PopCap,"['Miscellaneous', 'Puzzle', 'Action']",,E
WWE SmackDown! Here Comes the Pain,85.0,89.0,['playstation-2'],"Features an exclusive story mode with original storylines developed by WWE. Unique Superstar abilities featuring real-life attributes of strength, submission, technique, speed and stamina. New and improved controls including an in-depth countering and interactive submission system. All-new match types including Bra & Panty, First Blood and Elimination Chamber. Enhanced production values feature dynamic camera transitions, an improved audio experience, Superstar voice over and more-realistic animations. [THQ]",https://www.metacritic.com/game/playstation-2/wwe-smackdown!-here-comes-the-pain,Yuke's,"['Action', 'Fighting', 'Wrestling']",multiplayer,T
Hot Shots Golf 3,85.0,80.0,['playstation-2'],"Join the new cast of characters who come to tee off on the greens and on each other with trash-talking quips. The new swing Meter will test your skills with a variety of interfaces depending on the lie of the ball, whether it is in the fairway, rough, treeline, dirt or sand trap. Earn ""Hot Shot Points"" for superb performances, great shots and remarkable putts to use towards enhanced golf equipment and insane golf gadgets. [SCEA]",https://www.metacritic.com/game/playstation-2/hot-shots-golf-3,Clap Hanz,"['Sports', 'Traditional', 'Golf', 'Arcade']",multiplayer,E
Monopoly Tycoon,85.0,77.0,['pc'],"A simulation game where the traditional fantasy of ""owning it all"" is taken to the next level. Plan, invest, build, demolish, and bankrupt your opponents in a real time 3D environment. Construct a fabulous upscale apartment building on Park Place or start a department store chain on Baltic or Mediterranean. It's all about money ? and making more of it than your opponents.  [Infogrames]",https://www.metacritic.com/game/pc/monopoly-tycoon,Deep Red,"['Strategy', 'Tycoon', 'Management', 'Business / Tycoon']",multiplayer,E
Sam & Max Episode 204: Chariots of the Dogs,85.0,71.0,['pc'],"Could it be? How could it happen? It’s virtually impossible -- Bosco, proprietor of Bosco’s Inconvenience and ultra-paranoid master of disguise -- is missing! Could it be a kidnapping? What kind of inhuman monstrosity would want Bosco around badly enough to steal him? This could be the toughest case yet for Sam & Max! [GameTap]",https://www.metacritic.com/game/pc/sam-max-episode-204-chariots-of-the-dogs,Telltale Games,"['Adventure', 'General', '3D', 'Point-and-Click', 'Third-Person']",singleplayer,T
Machinarium,85.0,87.0,['pc'],Machinarium is independent puzzle / adventure game developed by the makers of popular web-games Samorost and Samorost2. A little robot who’s been thrown out to the scrap yard behind the city must return and confront the Black Cap Brotherhood and save his robot-girl friend.,https://www.metacritic.com/game/pc/machinarium,Amanita Design,"['Adventure', 'General', 'Third-Person', 'Point-and-Click', 'Sci-Fi']",singleplayer,
Nioh 2,85.0,79.0,['playstation-4'],"Master the lethal arts of the samurai as a mysterious half-human, half-supernatural Yokai warrior, in this challenging action RPG sequel. Explore violent Sengoku-era Japan and the deadly Dark Realm, both plagued with grotesque, merciless demons. Unsheathe your deadly weapons and cut down all enemies in your path using a revamped combat system and the ability to transform into a full Yokai to unleash devastating paranormal powers.",https://www.metacritic.com/game/playstation-4/nioh-2,Team Ninja,"['Role-Playing', 'Action RPG']",multiplayer,M
Frozen Synapse,85.0,75.0,['pc'],"Frozen Synapse is a thrilling PC strategy game that brings the simultaneous turn-based strategy genre bang up-to-date and lets you give detailed, accurate orders to your squad. Plan your moves, test them out, then hit the ""Execute"" button: both you and your enemy's turns are executed simultaneously.",https://www.metacritic.com/game/pc/frozen-synapse,Mode 7 Games,"['Strategy', 'Turn-Based', 'General', 'Modern', 'Tactics']",multiplayer,
Champions of Norrath,85.0,82.0,['playstation-2'],"Create your own champions, each with unique powers, appearances and skills in this Action RPG. Experience an epic adventure filled with powerful action and ominous intrigue. Battle vicious monsters where your mastery of weaponry and spells is the only thing between you and the supremacy of evil. Champions of Norrath allows gamers to create their own unique hero to journey from the city of Faydwer into the wilds of Norrath to save the land from a gathering army of evil orcs and goblins. Players can adventure alone or with a band of up to three other players either over the Internet or on a single PlayStation 2 system with a Multitap. Import player characters into friends' games using a memory card and then take them home to play solo--the play options offer console gamers the freedom to play anytime and from any location. Champions of Norrath offers players more than 100 hours of gameplay per player character, unlimited battles, deadly missions and unmatched character customization in an enthralling fantasy world. [Sony Online Entertainment]",https://www.metacritic.com/game/playstation-2/champions-of-norrath,Snowblind Studios,"['Role-Playing', 'Action RPG']",multiplayer,T
The Witcher 3: Wild Hunt - Complete Edition,85.0,85.0,['switch'],"AKA ""Switcher 3"".... A whole world to explore, at home and on the go. The Witcher 3: Wild Hunt is a story-driven, open world adventure set in a dark fantasy universe. You are Geralt of Rivia, mercenary monster slayer. At your disposal is every tool of the trade: razor-sharp swords, lethal mixtures, stealthy crossbows, and powerful combat magic. Before you stands a war-torn, monster-infested continent you can explore at will. Your current contract? Tracking down the Child of Prophecy, a living weapon that can alter the shape of the world.

The Complete Edition contains every piece of downloadable content released for the game, including two massive story expansions: Hearts of Stone & Blood and Wine. It's the perfect opportunity to enter this world for the first time or relive the adventure on the go!

Features:

* A gigantic open world to explore.
 Visit the luxurious and corrupt city of Novigrad, face the frigid cold of the wind-swept Skellige islands, and challenge the dark forces roaming the forlorn, ravaged No Man's Land. Sail through open seas, dive in search of long lost artifacts or gallop your mount into combat the world of the Witcher beckons to be explored.

* Unparalleled novel-like story spanning over 150 hours of gameplay.
 With over 100 hours of core and side-quest gameplay and over 50 hours of additional content, The Witcher 3: Wild Hunt combines the intense, plot-driven pull of traditional RPGs with the freedom of choice only open world games can offer. Make choices and face their consequences to unlock endings tailored to how you play.

* Now on Switch play at home and on the go.
 Developed to take advantage of everything Nintendo Switch has to offer, the game delivers a truly powerful on-the-go experience.",https://www.metacritic.com/game/switch/the-witcher-3-wild-hunt---complete-edition,Saber Interactive,"['Role-Playing', 'Action RPG']",singleplayer,M
Freelancer,85.0,89.0,['pc'],"A society taking its first timid steps into 48 sprawling galactic systems cannot hope to dam every human spring of greed and bloodlust. Make your own way, Freelancer. Ply the trade lanes for profit or raid them for plunder; slake your own thirst for vengeance on the world or take up arms to enforce the law. Take your wealth as a hired gun if you choose. No single truth rules the limitless possibility of space. [Microsoft]",https://www.metacritic.com/game/pc/freelancer,Digital Anvil,"['Simulation', 'Sci-Fi', 'Space', 'Small Spaceship', 'Combat']",multiplayer,T
Bayonetta & Vanquish,85.0,79.0,['playstation-4'],"Celebrate the 10th Anniversary of two PlatinumGames cult classics with the Bayonetta & Vanquish 10th Anniversary Bundle. Bayonetta: Experience the genesis of the Bayonetta series with the cult classic, original action-adventure game. Vanquish: The hit sci-fi shooter returns. An overpopulated Earth suffocating under limited resources looks to Providence, the solar-powered space colony for support.",https://www.metacritic.com/game/playstation-4/bayonetta-vanquish,PlatinumGames,"['Miscellaneous', 'Compilation']",singleplayer,M
Zenzizenzic,85.0,61.0,['pc'],"Zenzizenzic is a fast-paced twin stick bullet hell shoot 'em up and open world roguelike. Featuring an abstract art style and a thumping, soundtrack, it promises to get your thumbs sweating and your blood pumping.",https://www.metacritic.com/game/pc/zenzizenzic,Ruud Koorevaar,"['Action', 'General']",,
NBA Jam: On Fire Edition,85.0,75.0,['xbox-360'],"NBA JAM: On Fire Edition will feature exciting new gameplay enhancements, including ground-breaking artificial intelligence that will change the way gamers play NBA JAM.",https://www.metacritic.com/game/xbox-360/nba-jam-on-fire-edition,EA Sports,"['Sports', 'Traditional', 'Team', 'Basketball', 'Arcade']",,E
Galactic Civilizations III: Crusade,85.0,70.0,['pc'],"Experience a new side of Galactic Civilizations III with the Crusade expansion. Discover your enemy’s weak points with espionage, actively invade and conquer planets, and help talented citizens rise to power and drive your civilization into a golden age. With a detailed civilization builder tool for Steam workshop, espionage, revamped invasions, Galactic Citizens system, new races and civilizations, and more, Crusade adds a host of depth for Galactic Civilizations III.",https://www.metacritic.com/game/pc/galactic-civilizations-iii-crusade,Stardock,"['Strategy', 'Turn-Based', '4X']",,
Final Fantasy IV Advance,85.0,84.0,['game-boy-advance'],"Final Fantasy II for the Super Nintendo is back on the Game Boy Advance as Final Fantasy IV Advance. This game is a faithful port of the Super Nintendo game (called Final Fantasy IV in Japan) with some graphical improvements. You can play as Cecil, a soldier who has defected from dark knighthood to rid the land of evil. Final Fantasy II was one of the first games to set the standard for the Square Enix style of RPGs.",https://www.metacritic.com/game/game-boy-advance/final-fantasy-iv-advance,TOSE,"['Role-Playing', 'Console-style RPG']",singleplayer,E10+
Robo Recall,85.0,76.0,['pc'],"An eruption of defective, homicidal robots is inundating RoboReady customer service, where you’ve been promoted from tech repairman to Recaller. Thrown into the fray, you must rely on your wits, reflexes and a vast arsenal of weaponry to eliminate the robot uprising. Use creative combat tactics and skill shots to earn high scores as you teleport through city streets and rooftops in an awe-inspiring ballet of bullets. Tear apart your robot foes and use them to fend off the enemy onslaught. Unlock, customize and test weapons before taking on challenges that put your newfound skills to the test. [Epic Games]",https://www.metacritic.com/game/pc/robo-recall,Epic Games,"['Action', 'General', 'Shooter', 'Light Gun']",singleplayer,T
Super Stardust HD,85.0,83.0,['playstation-3'],"[Downloadable Game]  Super Stardust HD for the PS3 is a fully updated version of the classic game Stardust. Your mission is simple: destroy everything in sight. Twelve years have passed by. The times have been peaceful and prosperous in the home solar system. Not a single sign of evil penguin Professor Schaumund or his sinister forces have been detected. That is, of course, until today...The Professor is back for the most ultimate revenge. You must defeat his forces and save your home solar system from total annihilation. Five planets are under attack. Your destiny is to save the home solar system, yet again. With five highly detailed 3D planets to save, hordes of enemies and asteroids to destroy, and various game play modes, Super Stardust HD presents super intense action. [Sony]",https://www.metacritic.com/game/playstation-3/super-stardust-hd,Housemarque,"['Action', 'General', 'Shooter', 'Static', ""Shoot-'Em-Up"", 'Top-Down']",multiplayer,E
Super Paper Mario,85.0,80.0,['wii'],"The newest chapter of the Paper Mario story isn't just out of this world ... it's out of this dimension. What at first glance appears to be a 2-D sidescroller ripped straight from the pages of the Paper Mario universe soon turns into a 3-D action-adventure that defies all video game logic. Fusing 2-D and 3-D perspectives, not to mention RPG and platformer elements, the game slips back and forth between dimensions. The action sprawls across eight worlds filled with traps, puzzles, bizarre mysteries and items that often draw themselves out of thin air. Oh, and just because Mario's in the title doesn't mean he's the only star – players also get to play as Peach and Bowser. [Nintendo]",https://www.metacritic.com/game/wii/super-paper-mario,Intelligent Systems,"['Action', 'Role-Playing', 'Platformer', 'Action RPG', '3D']",singleplayer,E
Star Wars: Rogue Squadron,85.0,85.0,['nintendo-64'],"Fly against the evil Empire! As Luke Skywalker, co-founder of the Rebel Alliance's elite Rogue Squadron, you must combat the evil Galactic Empire! Engage in intense, fast-paced planetary air-to-ground and air-to-air missions - dogfights, search and destroy, reconnaissance, bombing runs, rescue assignments and more! Pilot X-wings, Y-wings, A-wings, V-wings and Snowspeeders with powerful weapons in over 15 missions battling TIE fighters, TIE bombers, Imperial shuttles, AT-AT walkers, AT-STs and other challenging foes.",https://www.metacritic.com/game/nintendo-64/star-wars-rogue-squadron,Factor 5,"['Simulation', 'Sci-Fi', 'Small Spaceship']",singleplayer,T
Professor Layton and the Curious Village,85.0,85.0,['ds'],"(Also known as ""Layton Kyouju no Fushigi na Machi"" and ""Professor Layton and the Mysterious Village"")  Marking Level 5's first foray onto the DS, Professor Layton is an old-fashioned point-and-click adventure which requires your use of skills such as reasoning, knowledge and creativity to solve various puzzles.",https://www.metacritic.com/game/ds/professor-layton-and-the-curious-village,Level 5,"['Miscellaneous', 'Adventure', 'Puzzle', 'Edutainment', 'General']",singleplayer,E
AudioSurf,85.0,87.0,['pc'],"Ride your music. Audiosurf is a music-adapting puzzle racer where you use your own music to create your own experience. The shape, the speed, and the mood of each ride is determined by the song you choose. You earn points for clustering together blocks of the same color on the highway, and compete with others on the internet for the high score on your favorite songs. Audiosurf on Steam includes The Orange Box soundtrack, integrated with the game to enable ""Still Alive"" surfing and more. In addition, Audiosurf is one of the first titles to leverage the recently announced Steamworks, offering full support for the Steam Achievements that appear on Steam Community profile pages. [Valve]",https://www.metacritic.com/game/pc/audiosurf,BestGameEver.com,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",singleplayer,
Super Mario 64 DS,85.0,83.0,['ds'],"Super Mario 64, the genre-defining Nintendo 64 classic, arrives on the Nintendo DS with all-new features that take full advantage of the new portable system's dual screens, touch screen and wireless multiplayer capability. Play as Mario, Yoshi, Luigi and even Wario. You'll need to use each one's unique abilities to find 150 Power Stars hidden in the castle and grounds. Play through Adventure mode and try your stylus-wielding hand at tons of new touch-sensitive mini-games. Battle up to three friends in Wireless Versus mode, which you can play with only one Super Mario 64 DS game card. Each of the four main characters has multiple jumping moves that cover great horizontal and vertical distances. Each has unique moves: Yoshi can eat enemies and turn them into eggs that he can throw; Mario can punch, kick and wall-jump to great heights; super-strong Wario can break certain blocks; and Luigi can jump incredibly high. Power Flowers give each character even cooler powers, like invisibility, fire breath or the power to float through the air. [Nintendo]",https://www.metacritic.com/game/ds/super-mario-64-ds,Nintendo,"['Action', 'Platformer', '3D']",singleplayer,E
Dead Rising,85.0,77.0,['xbox-360'],"Dead Rising follows the harrowing tale of Frank West, an overly zealous freelance photojournalist on a hunt for the scoop of a lifetime. In pursuit of a juicy lead, he makes his way to a small suburban town only to find that it has become overrun by zombies. He escapes to the local shopping mall, thinking it will be a bastion of safety but it turns out to be anything but. It will be a true struggle to survive the endless stream of enemies, but players will have full reign of a realistic shopping center, utilizing anything they find to fight off the flesh-hungry mob and search for the truth behind the horrendous epidemic. Dead Rising features an open level of freedom and offers a vast array of gameplay possibilities. As part of a real time system, time is dynamic in Dead Rising, marching on whether Frank is actively engaged or if he is stationary. Time also plays a role as zombies become more powerful when the sun goes down. Though they move slowly during the day, the zombies become stronger and faster at night, making it even more dangerous for players to survive. The unprecedented numbers of enemies come in never-ending waves and consist of a diverse population of former humans that have retained some memory of their previous lives, which is reflected in their behavior and appearance. The variety of different stores in the mall offers players an endless supply of resources including vehicles, makeshift weapons and more. Players will also encounter other survivors along the way and by helping them can acquire valuable clues as to what has happened.",https://www.metacritic.com/game/xbox-360/dead-rising,Capcom,"['Action Adventure', 'Horror', 'Open-World']",singleplayer,M
MLB The Show 17,85.0,69.0,['playstation-4'],"With expanded missions, exclusive rewards, and all new live content
that responds quickly to real-life baseball events, there are more ways to enjoy the Diamond Dynasty. Test your deck building skills in all new Events, which challenge you to build a team based on specific event themes.",https://www.metacritic.com/game/playstation-4/mlb-the-show-17,Sony Interactive Entertainment,"['Sports', 'Team', 'Baseball', 'Sim']",multiplayer,E
AMID EVIL,85.0,74.0,['pc'],A retro FPS for the ages! Once branded a HERETIC. Now YOU have been chosen as our champion! Reclaim our sacred weapons. Take back our ancient lands. If you can stand... AMID EVIL.,https://www.metacritic.com/game/pc/amid-evil,Indefatigable,"['Action Adventure', 'General']",singleplayer,
Mario Kart 7,85.0,82.0,['3ds'],"The latest installment of the Mario Kart franchise brings Mushroom Kingdom racing fun into 3D. For the first time, drivers explore new competitive kart possibilities such as soaring through the skies or plunging to the depths of the sea. New courses, strategic new abilities and customizable karts bring the racing excitement to new levels.",https://www.metacritic.com/game/3ds/mario-kart-7,Retro Studios,"['Driving', 'Racing', 'Arcade', 'Kart', 'Automobile']",multiplayer,E
Halo: The Master Chief Collection,85.0,79.0,['xbox-one'],"The Master Chief's complete story available one console. Features a re-mastered Halo 2: Anniversary, along with Halo: Combat Evolved Anniversary, Halo 3, and Halo 4, new digital series, Halo: Nightfall, and access to the Halo 5: Guardians Beta.",https://www.metacritic.com/game/xbox-one/halo-the-master-chief-collection,343 Industries,"['Miscellaneous', 'Compilation', 'Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,M
Batman: The Enemy Within - Episode 5: Same Stitch,85.0,75.0,['pc'],Same Stitch is the fifth and final episode of Batman: The Enemy Within. The episode will follow Batman as he confronts either Amanda Waller and the Agency or a menace he has helped create.,https://www.metacritic.com/game/pc/batman-the-enemy-within---episode-5-same-stitch,Telltale Games,"['Adventure', 'Point-and-Click']",singleplayer,
NCAA Football 11,85.0,75.0,['playstation-3'],"With presentation and gameplay improvements, along with an online-based feature, NCAA Football 11 promises to give players real college offenses that, for the first time , reflect the authentic style of all 120 NCAA FBS schools in-game.  With team-specific pre-game run-outs and ESPN’s broadcast graphics package, NCAA Football 11 attempts to recreate the intensity of college football Saturdays, hoping to achieve all-new levels of quality in presentation and core gameplay by delivering an experience true to your school and providing 120 ways to win. NCAA Football also includes the new Dynasty Wire online feature.  With Dynasty Wire, players create stories that recap their Dynasty game, complete with video and photo highlights, then share the news of the victorious triumph or devastating loss by publishing the story through social networking sites for the world to read. [Electronic Arts]",https://www.metacritic.com/game/playstation-3/ncaa-football-11,EA Tiburon,"['Sports', 'Traditional', 'Team', 'Football', 'Sim']",multiplayer,E
Phantasy Star Online Episode I & II,85.0,85.0,['gamecube'],"The Phantasy Star adventure that began on the PC now comes to your GameCube with new gaming modes and new content. Phantasy Star Online I & II features new character classes, weapons, enemies, items, and quests. A new split-screen feature allows three of your friends to join you on your adventure, as well as in other game modes, on the same console. Episode I includes all of the content from the original PSO and PSO Version 2, while Episode II brings a new, full-length adventure.",https://www.metacritic.com/game/gamecube/phantasy-star-online-episode-i-ii,Sonic Team,"['Role-Playing', 'Massively Multiplayer Online', 'Sci-Fi']",multiplayer,T
Persona 4 Arena Ultimax,85.0,43.0,['xbox-360'],"In P4AU, the characters from Persona 4 and Persona 3 once again find themselves teaming up to face off in the P-1 Climax, a series of battles which must be won before the world ends. The original cast of characters from Persona 3 and 4 are back to discover the mastermind behind the whole tournament, while a few new faces join the fight, including Junpei Iori, Yukari Takeba, Rise Kujikawa, and more. But standing in their way is the dual katana-wielding Sho Minazuki, a huge threat to everyone involved in the P-1 Climax. Worse yet, there's a Sho lookalike who can wield a Persona...",https://www.metacritic.com/game/xbox-360/persona-4-arena-ultimax,Arc System Works,"['Action', 'Fighting', '2D']",,T
Pikmin 3 Deluxe,85.0,84.0,['switch'],"No mission is too big for the tiny Pikmin. Touch down on a world of rich adventure with Pikmin 3 Deluxe for Nintendo Switch. Command a capable crop of tiny creatures and explore a hostile planet in this exciting blend of action and strategy. Use each Pikmin type's unique skills to overcome obstacles and open up a diverse world around you. Seek out valuable items, solve puzzles and overcome powerful creatures in a richly detailed world full of surprises. What's new? Whether you've played Pikmin 3 on Wii U or it's your first venture on planet ""PNF-404"", Pikmin 3 Deluxe comes packed with exciting new modes and features:

* 2P co-op: Journey through the main story in two player co-op* on the same console!
* New adventures: Go it alone or team up with a friend to take on brand new prologue and epilogue stories starring Pikmin and Pikmin 2 heroes Olimar and Louie!
* Quality of life improvements: Expand your exploration with an enhanced lock-on targeting system, enemy balancing changes, multiple difficulty modes, optional hints and more.
* Piklopedia: Unlock profile entries for each character and find out their unique perspectives on each creature you discover. 

Squad up!
If you need a break from your plucky adventure, more fun awaits with returning additional modes. Get competitive with another player in Bingo Battle, or complete unique challenges alone or cooperatively in Mission Mode which includes all DLC from the Wii U version!",https://www.metacritic.com/game/switch/pikmin-3-deluxe,Eighting,"['Strategy', 'Real-Time', 'General']",singleplayer,E10+
Fire Emblem: Path of Radiance,85.0,89.0,['gamecube'],"Fire Emblem: Path of Radiance brings back to consoles the strategic combat series Fire Emblem from the Game Boy Advance. In this installment, you can control units such as knights, mages, and winged creatures, and use their unique fighting styles to win battles and gain experience. Fire Emblem: Path of Radiance also includes a detailed story that connects the battles and characters together.",https://www.metacritic.com/game/gamecube/fire-emblem-path-of-radiance,Intelligent Systems,"['Strategy', 'Turn-Based', 'Fantasy']",singleplayer,T
Super Mega Baseball,85.0,72.0,['playstation-4'],"Hammer Longballo and a friendly cast of semi-athletic baseball stars invite you to saddle up on the couch with friends for some relaxed solo or co-op play. Or some fierce, relationship-testing competition.",https://www.metacritic.com/game/playstation-4/super-mega-baseball,Metalhead Software,"['Traditional', 'Sports', 'Team', 'Baseball', 'Arcade']",,E
DDRMAX: Dance Dance Revolution,85.0,87.0,['playstation-2'],"DDRMAX will have you working up a sweat to over 65 songs. The 100+ minutes of music include licensed tracks, fresh dance hits, and cool new songs exclusive to the North American release. DDRMAX delivers never-before-seen in-game videos, new gameplay options, blistering 60-frames per second frame rates and the largest song library in franchise history. Further enhancing the gameplay experience is the introduction of the FREEZE ARROW option that freezes on-screen arrows and forces you to modify your dance steps thus increasing complexity and adding a twist to the routine. Popular gameplay options that return in DDRMAX are the Edit Mode that enables you to customize your own dance steps, and the special Work Out mode that tracks the number of calories burned with every move.",https://www.metacritic.com/game/playstation-2/ddrmax-dance-dance-revolution,KCET,"['Miscellaneous', 'Rhythm', 'Dancing']",multiplayer,E
F355 Challenge,85.0,83.0,['dreamcast'],"F355 Challenge is the best driving game currently available on any console, let alone the Dreamcast, and once you crest the game's steep learning curve, the addictive need to constantly best other players' lap times will provide weeks of replayability.",https://www.metacritic.com/game/dreamcast/f355-challenge,Sega,"['Driving', 'Racing', 'GT / Street']",,E
The Elder Scrolls III: Bloodmoon,85.0,83.0,['pc'],Bloodmoon takes you to the frozen Island of Solstheim where the Empire is establishing a new mining colony - a venture being threatened by the prophecy of the Bloodmoon and rumors of werewolves. [Bethesda Softworks],https://www.metacritic.com/game/pc/the-elder-scrolls-iii-bloodmoon,Bethesda Softworks,"['Role-Playing', 'First-Person', 'Western-Style']",singleplayer,T
Boom Blox,85.0,80.0,['wii'],"Boom Blox is the first game developed in collaboration between EA and director and producer, Steven Spielberg. This high-energy game features over three hundred levels, a variety of activities, a cast of over thirty wacky characters, and an easy-to-use in-game editor that allows players to express their creativity. Fun for kids and the entire family, Boom Blox offers action-packed interactive activities that takes Wii play to a new level of creativity and fun with single player, co-op, and versus gameplay. Players can explore the visceral gameplay—perfectly suited for the Wii’s interactivity—that keeps them destroying their way through brain-twisting challenges. They can interact with entertaining characters such as the Blox-laying chickens or the baseball throwing monkeys, who bring personality to the Tiki, Medieval, Frontier, and Haunted themed environments. Additionally, players can remix any level of the game in Create Mode using props, blocks, or characters that have been unlocked during the game. Players can also virtually build anything they can dream up. Plus, their designs can then be shared with friends or used to challenge others to solve their newly created puzzle via WiiConnect24. [Electronic Arts]",https://www.metacritic.com/game/wii/boom-blox,EA LA,"['Miscellaneous', 'Puzzle', 'General']",multiplayer,E
Maximo: Ghosts to Glory,84.0,89.0,['playstation-2'],"You control the fate of the gallant Maximo, who returns home to find his kingdom in shambles. Your once trusted advisor, Achille has wrought evil on the land. Not only is the countryside filled with hoards of the roaming undead, but the four wise Sorceresses have been imprisoned at the four corners of the Kingdom, and to make matters worse, your girlfriend, Princess Sophia has been forced to marry the scoundrel Achille. Help Maximo rescue the Sorceresses, restore good to the kingdom, whup Achille's butt, and while you're at it...get your girl back! [Capcom]",https://www.metacritic.com/game/playstation-2/maximo-ghosts-to-glory,Capcom,"['Action', 'Platformer', '3D']",singleplayer,T
BlazBlue: Central Fiction,84.0,77.0,['playstation-4'],"BlazBlue: Central Fiction is the newest installment in the BlazBlue franchise of next gen 2D fighters. Prepare yourself for a new story, new characters, levels, modes, system mechanics and more. Choose from over 33 fighters as you battle for 2D supremacy.",https://www.metacritic.com/game/playstation-4/blazblue-central-fiction,Arc System Works,"['Action', 'Fighting', '2D']",multiplayer,T
80 DAYS,84.0,78.0,['switch'],"1872, with a steampunk twist. Phileas Fogg has wagered he can circumnavigate the world in just eighty days. Choose your own route around a 3D globe, travelling by airship, submarine, mechanical camel, steam-train and more, racing other players and a clock that never stops.",https://www.metacritic.com/game/switch/80-days,inkle,"['Adventure', 'Visual Novel']",singleplayer,E10+
Hearthstone: Heroes of Warcraft - Goblins Vs. Gnomes,84.0,61.0,['pc'],Goblins vs Gnomes delivers 143 newly added minions and spells.,https://www.metacritic.com/game/pc/hearthstone-heroes-of-warcraft---goblins-vs-gnomes,Blizzard Entertainment,"['Miscellaneous', 'Strategy', 'Turn-Based', 'Card Battle']",,
MotorStorm,84.0,74.0,['playstation-3'],"Welcome to MotorStorm, the world's most brutal off-road racing event where the goal is to win at all costs. Choose from seven vehicle types, from high-flying dirt bikes to powerful big rigs, and destroy anything that gets in your way in a no-holds barred sprint to the finish. Try and survive. Real-Time Deforming Terrain: The terrain literally gets torn up with each passing vehicle, causing each lap to be different. Advanced particle effects cause debris and muck to ""stick"" to each vehicle. Vehicular Combat and Damage: Destroy anything that gets in your way. Smash your opponents and view spectacular Hollywood-style crash sequences. [SCEE] Editor's Note:  This JPN Import Version title lacks multiplayer, which has had an effect on just about every import review.",https://www.metacritic.com/game/playstation-3/motorstorm,Evolution Studios,"['Driving', 'Racing', 'Simulation', 'Rally / Offroad', 'Automobile']",multiplayer,T
WHAT THE GOLF?,84.0,83.0,['switch'],"The golf game for people who hate golf!

A silly physics-based golf parody where every golf course is a new surprising type of golf, some brilliant or hilarious, others so absurd they will make you go: WHAT THE GOLF?

Golf a house, a horse or car!

Features:
- More surprising new golf mechanics than you can imagine
- Epic golf boss fights
- Made by people who know nothing about golf
- First (and hopefully the last) game that let you golf a horse
- Will NOT make you a better golf player
- Surprises!",https://www.metacritic.com/game/switch/what-the-golf,Triband,"['Sports', 'Individual', 'Golf', 'Arcade']",singleplayer,E10+
God of War: Origins Collection,84.0,87.0,['playstation-3'],God of War Origins Collection contains both PSP God of War games and upgrades them with HD visuals for play on the PlayStation 3.,https://www.metacritic.com/game/playstation-3/god-of-war-origins-collection,Ready at Dawn,"['Miscellaneous', 'Compilation']",singleplayer,M
Xenogears,84.0,92.0,['playstation'],"A mysterious organization is turning the tides of a century-long war with ancient technology - giant combat robots known as Gears. A failed attempt to steal one of these powerful weapons places it in the unwilling hands of young Fei and his dubious allies. Now he is pursued by military governments, royal pirates, spies, the emperor, and his own forgotten past.",https://www.metacritic.com/game/playstation/xenogears,SquareSoft,"['Role-Playing', 'Console-style RPG']",singleplayer,T
Space Rangers 2: Rise of the Dominators,84.0,89.0,['pc'],"200 years after the first chapter for Space Rangers, a new, even more dangerous threat arises in the galaxy. A key planet producing war androids has become self-aware and is attempting to conquer the galaxy one planet at a time. These machines are not only capable of fulfilling any order, but they have their own intellect and force of will. This new type of cyber life is driven only by instinct of destruction and cares only about expanding the realm of the silicate. Freedom of choice is a distinguishing feature of the Space Rangers saga and continues as players explore the massive world. The game is not limited by borders and allows players an opportunity to influence the branching storyline. At the same time, the larger and more expansive game world lives and develops by itself. In Space Rangers 2 players will have an opportunity to test their skills not only in outer space, but on planets' surfaces as well. 3D real-time battles on planets is a new part of the game. By producing and upgrading war machines, gamers have a chance to defeat the ominous threat of the Dominators. [1C Company]",https://www.metacritic.com/game/pc/space-rangers-2-rise-of-the-dominators,1C,"['Role-Playing', 'General']",singleplayer,T
Tetris DS,84.0,79.0,['ds'],"10 DS players can battle with only one Tetris DS card. Each of the six modes of play features a theme based on a classic Nintendo game, such as Super Mario Bros., The Legend of Zelda or Metroid. The traditional Tetriminos (falling blocks) and line-clearing strategy remain the staples of the game, but the touch screen adds a new element of interactivity. Some modes give players special Tetris puzzles to solve. Others feature head-to-head action between two players, or massive wireless battles between 10 DS users, even if only one player has a game card. Players also can log onto Nintendo Wi-Fi Connection to compete in two- or four-player battles. Tetris DS even includes a point-based rating system based on players' battle results. Opponents can see one another's ratings, which indicate their skill levels. Every gamer, whether competitive or casual, will find a way to reconnect with one of the most popular puzzle games in history. Look for more details about the new game play modes on Nintendo.com in the weeks leading up to the game's release. [Nintendo.com]",https://www.metacritic.com/game/ds/tetris-ds,Nintendo,"['Miscellaneous', 'Puzzle', 'Stacking']",multiplayer,E
